r_id,t_id,l_id,City,Rating,Review
6582543,10677,219,Murshidabad,4,Its a small cemetery and right in the middle of the town. The structures are very unique. However the residential houses surrounds the cemetery. Its really very small and you would need a few minutes to see the whole place. I would recommend this to...
1122030,53783,219,Murshidabad,4,It is located at baharampore.  Near kasimbazar rail station. Dutch cemetery not well maintained by archeology dept. No guide and tourist help is found there.
2421898,42928,219,Murshidabad,4,Good old historically valuable. It is in berhampore. Not well mentain. Take autos to reach here from Murshidabad.
4288754,33564,219,Murshidabad,3,"Though the place looks neat and clean, on a closer look you realise that most of the stones of the 40 odd graves are missing, except a couple that read in Dutch. So there is no history except what is available on the ASI board..."
6239287,24132,219,Murshidabad,5,"Visually more impressive than the English cemetery. Good thing one of the signs outside indicate the names of some of the people buried here. Otherwise, the weather has made it impossible to tell.. Also nearby is a fascinating muslim tomb, on the same road. If..."
8145456,10677,172,Mussoorie,5,"i have been here upon one of my friends recommendation on my way back from Lal tibba, nice and friendly store. It appears that peanut butter, cheddar cheese is good , also it is famous for strawberry jam, however when we visited apart from ginger..."
1076055,53783,172,Mussoorie,5,"Whatever you need you will be able to find in this super cute shop. Cereal, rice, lentils, chocolate, cheese and much more; imported and non. Also all household items. Best items are the fresh peanut butter, jams, and honey made here. You can also buys..."
5138468,42928,172,Mussoorie,5,"This shop is in Sister's Bazaar past Lal Tibba, and they sell some of the best peanut butter. It is home made and is probably one of the best peanut butter I have had. You can buy other snacks too and other home made products."
7532994,33564,172,Mussoorie,5,"this is a store where you can buy home made eatables like jams, chutneys, pickles, mayonnaise, cheese etc. i think all the products are made in their home itself. We loved their apple jam. We also gave their jams as gifts to our family and..."
5569116,24132,172,Mussoorie,5,I guess this store has the best home made jam ever. I loved the mixed fruit and apple jam especially. The string cheese and cheddar cheese were also lovely. I would definitely recommend this place to every foodie visiting mussoorie.
5799085,10677,129,Nagpur,4,this is old beautiful temple of lord ganesha. very big murti of ganesh approximately 20 fits.u get what u want in this temple.u can do abhishek puja by booking its perform early in the morning. one must vist place .35 km from nagpur .
6215740,53783,129,Nagpur,5,Place has excellent monumental design and also spirituality for all people who have faith in Lord Ganesha.
7495289,42928,129,Nagpur,4,"Feel calm and motivated after meditating  in the temple. Situation of the temple and not too much crowd on normal days, with cleanliness, one feel from inside to sit here to meditate."
8212513,33564,129,Nagpur,5,This is the most enjoyable place  at adasa where the lord ganesha is gives bless to all of us. By visiting to this place our mind becomes so quite and happy
5507668,24132,129,Nagpur,3,Recently renovated temple arena added to the majesty of the place while keeping the spiritual essence intact.
8180365,10677,168,Nainital,4,Gives the immense view from the hills with lighten nanital city around Nani lake. shows the real beauty of the city.
3162309,53783,168,Nainital,3,to visit this place you have book your visit online on aries website. happening place for kids and for parents.
5152689,42928,168,Nainital,5,"The observatory has one of the most advanced telescopes in india,which measures the movement of stars,planets,and other  heavenly bodies to great precision.The entry  in the observatory is by permission only and timings are fixed"
3814745,33564,168,Nainital,3,There was a very famous observatory known as aryabhatta observatory in nainital. It is very much famous for the large view of universe from their telescopes.
5852567,24132,168,Nainital,4,This enormous observatory reminded me of a modern art exposition. Beautiful sandstone shapes carved centuries ago that chart the stars.
3461283,10677,268,Namchi,4,"this is a under construction football stadium..after it is completed, it would look great...but for now, its useless stoppng at this place.."
1372172,53783,268,Namchi,3,This is under construction. There’s nothing to see really. You’ll drive by if you’re passing through Namchi.
9955359,42928,268,Namchi,4,This is under construction and there is nothing to see. Can see on the drive. Should be a nice sight once completed.
3117896,33564,268,Namchi,4,This is a under construction area which u can visit just as a evening walkers.no special visit required
3236102,24132,268,Namchi,4,Its nothing special rely. Its only a Starting stage. last few years its remain same. That is why i did not recommend anyone to go and west your time until its almost complete.
9221751,10677,164,Narkanda,5,"Hatu peak is a must-see place in Narkanda and Hatu Mata Mandir (temple) is like a jewel on top of the crown that is the peak. A beautiful temple with stunning views all around, this place has very intrinsic wood and stone works inside. The..."
5881751,53783,164,Narkanda,3,"On the Hatu peak of 13000 Feets , Hatu Kali Devi Mandir is built. You have to cross very narrow and curvy road to reach there. But worth of going. Must go"
1705053,42928,164,Narkanda,5,"Temple has different for in sense is made of wood with very neat carving. Good, clean and peaceful place to visit"
4891712,33564,164,Narkanda,5,"Beautiful wooden sculpted and engraved temple, overlooking beautiful snow clad mountains. 
Devi is wife of Ravana from the Mahabharata epic. 
The temple is at 12000 feet. 
It’s clean and beautiful. 
Can sit around and enjoy  he majestic mountains and be at peace breathing fresh pure..."
8405313,24132,164,Narkanda,5,"The Hatu Peak is located in 65 KM from Shimla and 8 KM from Narkanda . generally Narkanda is the highest livingmarket in Shimla distt . But Hatu Peak is around 8 KM from Narkanda , at The Top .. Beautiful and Awesome place to..."
4902582,10677,125,Nashik,5,it is good place to visit with friends and family but don't expect too much with this place. nice place to hang out.
9729904,53783,125,Nashik,5,"Anjaneri is said to be birthplace of Hanuman, Its a n amazing place to spend one day outing , a small climb and during monsoon you can see amazing lake on top. Beware of monkeys though as they may snatch your bags.Post monsoon you may..."
4727504,42928,125,Nashik,5,Excellent place to visit post monsoons. Trekkers Paradise. Reverse  water falls not to be missed. No food and water up.
4846733,33564,125,Nashik,4,"More of a day visit, no camping facilities available there but would an excellent camp site though with the place."
5912195,24132,125,Nashik,4,"Very good option for monsoon treks. Not so difficult, good one day picnic. View is nice from top. Be aware of slippery surfaces, especially where water flows."
8158275,10677,292,Neil Island,5,"Clean n tidy n white sand beach. there is a water floating bridge which takes you little up in the sea. this beach is good for doing water sports like jetski , snorkelling, scubadiving etc. 
rates are like 400 pp for jetski , scuba costed..."
